name,longitude,latitude,tiploc,station
Aachen,4.3620185,50.817428,AACHEN,False
Abercwmboi,-3.4090761,51.69209,ABCWM,False
Aberdare,-3.4475678999999997,51.719497,ABDARE,True
Aberdour,-3.3027091,56.045942000000004,ABDO,True
Aberdovey,-4.0560342,52.544261,ABDVY,True
Aber,-3.2298118,51.574883,ABER,True
Abergele & Pensarn,-3.5821400000000003,53.294928000000006,ABGLELE,True
Abbeyhill Jn,-3.1730374,55.954774,ABHLJN,False
Abbeyhill Turnback Sidings,-3.1730374,55.954774,ABHLTB,False
Abington C.E.,-3.6859176,55.493269999999995,ABINCE,False
Abington D.P.L.,-3.6844095,55.495394,ABINDPL,False
Abington Down Sidings,-3.6858690000000003,55.493244,ABINDS,False
Abington,-3.6856919,55.493175,ABINGTN,False
Abington U.P.L.,-3.6842181000000003,55.495360999999995,ABINUPL,False
Aberbeeg,-3.1450831000000004,51.711101,ABRBEG,False
Abercynon Signal A187,-3.3269292999999998,51.645175,ABRC187,False
Abercynon Junction,-3.3269292999999998,51.645175,ABRCJN,False
Abercynon,-3.3293174,51.643314000000004,ABRCYNS,True
Aberdeen Sig A27,-2.0973092999999996,57.142087,ABRD27,False
Aberdeen Signal A75,-2.0972678,57.138853000000005,ABRD75,False
Aberdeen Signal A77,-2.0972182,57.138853000000005,ABRD77,False
Aberdeen Clayhills Car.M.D,-2.0983147,57.141125,ABRDCH,False
Aberdeen,-2.0973092999999996,57.142087,ABRDEEN,True
Aberdeen Ferryhill Dn Sdgs,-2.0986062999999997,57.132734,ABRDFDS,False
Aberdeen Ferryhill GL,-2.0977883,57.142006,ABRDFGL,False
Aberdeen Ferryhill Jn,-2.0976053,57.135286,ABRDFJN,False
Aberdeen Ferryhill Up Sdgs,-2.0970838,57.138018,ABRDFUS,False
Aberdeen Guild Street GBRF,-2.0959234,57.14289599999999,ABRDGBR,False
Aberdeen H.S.,-2.0967165,57.14286,ABRDNHS,False
Aberdeen North Siding,-2.1032056,57.146995999999994,ABRDNS,False
Aberdeen Parcels Dock,-2.0969973000000004,57.142832999999996,ABRDPDK,False
Aberdeen Russell J.G.,-2.0942889,57.143446,ABRDRSL,False
Aberdeen Waterloo,-2.0871956999999997,57.148724,ABRDWAT,False
Aberdeen Waterloo (GBRF),-2.0871956999999997,57.148724,ABRDWGB,False
Abererch,-4.3750394,52.898339,ABRE,True
Penpergwn,-2.9790077,51.784588,ABRGPGN,False
Abergavenny Sig 38,-3.0090025000000002,51.817071,ABRGS38,False
Abergavenny Up Sidings,-3.0089997000000004,51.816297999999996,ABRGUS,False
Abergavenny,-3.0089867999999997,51.817018,ABRGVNY,True
Aberpergwm,-3.6547313999999997,51.728541,ABRPGWM,False
Afon Wen L.C.,-4.3061369,52.910092000000006,ABRYAFO,False
Aberystwyth Run Round Loop,-4.0798444,52.412686,ABRYRRL,False
Aberystwyth Shell Sdgs,-4.0765519999999995,52.410523,ABRYSHE,False
Aberystwyth,-4.0812267,52.413623,ABRYSTH,True
Aberthaw,-3.3880123999999996,51.389365000000005,ABTH,False
Aberthaw Signal AW222,-3.4940812000000006,51.414525,ABTH222,False
Aberthaw Signal AW231,-3.5254738,51.446483,ABTH231,False
Aberthaw Sig CF3433,-3.4940812000000006,51.414525,ABTH433,False
Aberthaw Sig CF3440,-3.5254738,51.446483,ABTH440,False
Aberthaw Signal A39,-3.3909252999999997,51.394897,ABTHA39,False
Aberthaw Cement Works,-3.3906706,51.394558,ABTHLAF,False
Aberthaw N.P.Oil Sdg,-3.3967410000000005,51.385269,ABTHOSD,False
Aberthaw Pwr Stn Fliner Hvy Hl,-3.3966827000000004,51.385242,ABTHPST,False
Aberthaw Rec Sdgs,-3.3902716,51.391352000000005,ABTHRCP,False
Aberthaw Cement Works,-3.3906697999999995,51.394531,ABTHWCC,False
Abbotswood Jn,-2.163092,52.147301,ABTSWDJ,False
Abbey Wood,0.11967829,51.491029,ABWD,True
Acton Bridge,-2.602537,53.266167,ACBG,True
Acton Grange Jn,-2.6213873,53.364588,ACGJN,False
Norton LC (Acton Grange),-2.6534366,53.329927000000005,ACGJNLX,False
Achanalt,-4.9136164,57.609591,ACHANLT,True
Acheres,4.3418271,50.877956,ACHERES,False
Achnashellach,-5.3329751,57.482110999999996,ACHHSHL,True
Auchinleck,-4.2955442999999995,55.469818999999994,ACHILCK,True
Acheildh,-4.261779,58.004665,ACHLDH,False
Auchengray,-3.6073394999999997,55.775245,ACHNGRY,False
Achnasheen C.E.,-5.0705178,57.580194999999996,ACHNSCE,False
Achnasheen,-5.0718834,57.579524,ACHNSHN,True
Acklington,-1.6517401999999999,55.307087,ACKLNGT,True
Acle,1.5440914,52.634666,ACLE,True
Acocks Green,-1.8188721999999997,52.449366000000005,ACOCKSG,True
Accrington,-2.3699409,53.752834,ACRNGTN,True
Acton Canal Wharf,-0.25454878,51.529614,ACTCWHF,False
Acton Central,-0.2629079,51.508471,ACTNCTL,True
Acton Lane Rec Sdgs GBRf,-0.25150559,51.533408,ACTNLRG,False
Acton Lane Reception Sdgs,-0.25149187,51.533390000000004,ACTNLRS,False
Acton Yard EWS,-0.26786008,51.516961,ACTOEWS,False
Acton Yard GBRF,-0.27472688,51.516415,ACTOGBR,False
Acton Loco Holding Sidings,-0.26786008,51.516961,ACTOLHS,False
ACTON FOSTER YEOMAN,-0.26786008,51.516961,ACTONFY,False
Acton Main Line,-0.26786008,51.516961,ACTONML,True
Acton T.C.,-0.27498786,51.516374,ACTONTC,False
Acton West,-0.28631553,51.514858000000004,ACTONW,False
Achterneed,-4.5286588,57.602778,ACTRNED,False
Acton Wells Signal AW105,-0.26844229999999997,51.500846,ACWL105,False
Acton Wells Jn SIG AW149,-0.25486929999999997,51.522739,ACWL149,False
Acton Wells Jn SIG AW150,-0.25486929999999997,51.522739,ACWL150,False
Acton Wells Jn,-0.25486929999999997,51.522739,ACWLJN,False
Adderley Park,-1.8553408,52.483066,ADERLYP,True
Addiewell,-3.6064629,55.843417,ADIEWEL,True
Adisham,1.1985903999999998,51.241446999999994,ADISHAM,True
Adlington (Cheshire),-2.1336235,53.319876,ADLC,True
Addlestone Jn,-0.47283569,51.361752,ADLESTJ,False
Addlestone,-0.48513277,51.373457,ADLESTN,True
Adlington (Lancashire),-2.6025666000000003,53.612868000000006,ADNL,True
Adswood Road Jn,-2.1762177000000005,53.386885,ADSWDRD,False
Adwick,-1.1799095,53.571992,ADWICK,True
Adwick Jn,-1.1971162,53.579624,ADWICKJ,False
Agecroft Jn,-2.2944299,53.503007999999994,AGCRFTJ,False
Aughton Park,-2.895058,53.5544,AGHTNPH,True
Aigburth,-2.9265365,53.36446,AIGBURT,True
Ainsdale,-3.0428389,53.601643,AINSDAL,True
Aintree Signal 1206,-2.9563104,53.473907999999994,AINT206,False
Aintree,-2.9563104,53.473907999999994,AINTREE,True
Airbles,-3.9942788,55.78265,AIRBLES,True
Airdrie Signal YS754,-3.986673,55.863772999999995,AIRD754,False
Airdrie Carriage Sdg.,-3.9819671000000003,55.863939,AIRDCS,False
Airdrie,-3.9817194,55.86409499999999,AIRDRIE,True
Airport (Newcastle),-1.6955224999999998,55.01980699999999,AIRP,False
Ais Gill,-2.3399756000000003,54.360638,AISGILL,False
Aish Emergency Crossover,-3.8458286,50.423079,AISHXO,False
Albion Gulf Oil Depot,-2.0244331,52.515981999999994,ALBION,False
Albany Park,0.12581874,51.435351000000004,ALBNYPK,True
Albrighton,-2.2694932999999997,52.638317,ALBRGHT,True
Aldersbrook CS,0.062386535,51.557041,ALDBUCS,False
Alderley Edge,-2.2365601,53.303986,ALDEDGE,True
Aldgate East LT,-0.075757289,51.514326000000004,ALDGEST,False
Aldermaston Tip (CE),-1.1297620000000002,51.402695,ALDMCE,False
Aldermaston Padworth Sdgs,-1.1299709999999998,51.403046999999994,ALDMSPS,False
Aldermaston,-1.1364696,51.40225,ALDMSTN,True
Aldershot Signal WK1371,-0.75561602,51.247586,ALDR371,False
Aldershot Signal WK1378,-0.76432641,51.243344,ALDR378,False
Aldershot,-0.75970447,51.246334000000004,ALDRSHT,True
Aldershot North Jn,-0.73283507,51.260083,ALDRSJN,False
Aldershot South Jn,-0.72391324,51.258798999999996,ALDRSJS,False
Aldrington,-0.18155086,50.836338,ALDTON,True
Aldwarke Jn S1077,,,ALDW077,False
Sheffield SIG S.1092,-1.3341339,53.448997999999996,ALDW109,False
Aldwarke Junction Sig S738,-1.3341034999999999,53.449015,ALDW738,False
Aldwgbf,-1.3222548,53.458387,ALDWGBF,False
Aldwarke Limit Of Shunt,,,ALDWLOS,False
Aldwarke U.E.S.,-1.3210124,53.4598,ALDWNWS,False
Aldwarke Jn,-1.3212971000000002,53.458948,ALDWRKJ,False
Roundwood B.S.C. 11' Mill,-1.3222548,53.458387,ALDWRML,False
Aldwarke Repair Sidings,-1.3188193000000001,53.461316000000004,ALDWRS,False
Liverpool South PW HL,-2.8894737999999998,53.358486,ALERTN,False
Alerton Signal AN4,-2.8944360000000002,53.361532,ALERTN4,False
Allerton Jn,-2.8883808999999996,53.357955000000004,ALERTNJ,False
Allerton Depot,-2.8818247,53.357707,ALERTNS,False
Alexandra Palace,-0.12043389,51.598006,ALEXNDP,True
Alfreton,-1.3698228000000001,53.100961,ALFRETN,True
Allens West,-1.3622166,54.524438,ALLENSW,True
Urlay Nook Crossover,-1.3622166,54.524438,ALLEURL,False
Allington A.R.C. Sdg.,0.50309206,51.292483000000004,ALLGARC,False
Allington A.R.C Reverse,0.50309206,51.292483000000004,ALLGREV,False
Alloa,-3.7980007000000007,56.11742099999999,ALLOA,True
Alloa Loop,-3.794142,56.117459,ALLOALP,False
Alness,-4.2497492,57.694382999999995,ALNESS,True
Allington East Jn,-0.69750177,52.932573,ALNGEJN,False
Allington Jn,-0.70293362,52.933028,ALNGJN,False
Allington North Jn,-0.69768414,52.933932999999996,ALNGNJN,False
Little Mill LC,-1.6416857,55.452571999999996,ALNMILL,False
Alnmouth,-1.6367631,55.392866000000005,ALNMOTH,True
Alresford (Essex),0.99678341,51.854007,ALRESFD,True
Alresford (Hants),0.99706009,51.854017999999996,ALRSFRD,False
Alrewas L.C.,-1.7387958,52.73075,ALRWAS,False
Alsager,-2.2985202,53.093039000000005,ALSAGER,True
Alsager Up & Dn Gds Loop,-2.2922683,53.093747,ALSAUDG,False
Allscott GF,-2.5698826,52.709593000000005,ALSCGF,False
Allscott Sdgs,-2.5708138,52.709499,ALSCTSW,False
Upton Magna,-2.6601392999999995,52.702543999999996,ALSCUPT,False
Aylesham,1.2093684999999998,51.2281,ALSHAM,True
Alstone C.H.S.,-2.0978116,51.901164,ALSTONS,False
Altofts Jn,-1.4148505,53.709832999999996,ALTFTJN,False
Althorne,0.75220318,51.647776,ALTHORN,True
Altnabreac,-3.7059452000000004,58.38829499999999,ALTNBRC,True
Altnabreac C.E.,-3.7082669000000004,58.386782,ALTNCCE,False
Alton,-0.96704411,51.151869,ALTON,True
Althorpe,-0.73387882,53.585443999999995,ALTPE,True
Altrincham,-2.34707,53.387813,ALTRNHM,True
Alvechurch,-1.9678949000000001,52.346779,ALVCHRC,True
Alves Jn,-3.4627071000000003,57.637429000000004,ALVES,False
Alexandria,-4.5773408,55.985336,ALXANDR,True
Alexandra Dock Jn. T.C.,-3.0081375,51.574507000000004,ALXNJTC,False
Alexandra Docks UDG,-3.0081375,51.574507000000004,ALXNUDG,False
Alexandra Parade,-4.2106221,55.863278,ALXPD,True
Ambergate Jn,-1.4839319,53.054559999999995,AMBERGJ,False
Ambergate,-1.4809093,53.060272999999995,AMBERGT,True
Wingfield,-1.4500984,53.071856000000004,AMBEWIN,False
Amberieu,4.3417054,50.877062,AMBRIEU,False
Mantles Wood,-0.62738704,51.680209999999995,AMERMWD,False
Amersham,-0.60725493,51.674011,AMERSHM,True
Amlwch,-4.3412499,53.416399,AMLWCH,False
Amberley,-0.54201053,50.896553000000004,AMLY,True
Ammanford,-3.9968331,51.795243,AMMANFD,True
AMINGTON JN SIG NL1294,-1.6698046999999998,52.638281000000006,AMNG294,False
AMINGTON JN SIG NL9459,-1.6698046999999998,52.638281000000006,AMNG459,False
AMINGTON JN SIG NL9462,-1.6698046999999998,52.638281000000006,AMNG462,False
Amington Jn Sig NL5485,-1.6698046999999998,52.638281000000006,AMNG485,False
AMINGTON JN SIG NL3487,-1.6698046999999998,52.638281000000006,AMNG487,False
Amington Jn Sig NL5488,-1.6698046999999998,52.638281000000006,AMNG488,False
AMINGTON JN SIG NL3490,-1.6698046999999998,52.638281000000006,AMNG490,False
Amington Jn,-1.6698046999999998,52.638281000000006,AMNGTNJ,False
Ampthill Tunnels,-0.51333681,52.033551,AMPTNLS,False
Amsterdam Cs,4.373671900000001,50.913131,AMSTDAM,False
Amsterdam Schiphol,4.3737944,50.914024,AMSTSCH,False
Annat,-5.1408486,56.842989,ANAT,False
Honington,-0.59894055,52.982075,ANCAHON,False
Ancaster,-0.53554926,52.987685,ANCASTR,True
Andover Shunt Signal BE5202,-1.4963866000000001,51.210052000000005,ANDO202,False
Andover Sidings,-1.493795,51.211399,ANDOKMR,False
Ludgershall Branch Stop Board,-1.4963866000000001,51.210052000000005,ANDOLSB,False
Andover,-1.4930643999999997,51.211441,ANDOVER,True
ANDOVER YARD,-1.4963434,51.21007,ANDOYD,False
Anderston,-4.2707652000000005,55.859792000000006,ANDRSTN,True
Anerley,-0.065658984,51.412417,ANERLEY,True
Angel Road,-0.048990965,51.612802,ANGELRD,True
Angmering,-0.48870159999999996,50.816475,ANGMRNG,True
Angerstein Wharf FLHH,0.021726085,51.493415,ANGRFHH,False
Angerstein Wharf (GBRf),0.019705377,51.490069,ANGRGBR,False
Angerstein Wharf - Marcon,0.021601232999999997,51.492221,ANGRMAR,False
Angerstein Jn,0.024264615,51.484379,ANGRSTJ,False
Angerstein Wharf,0.019549215,51.486861,ANGRSTW,False
Angerstein Wharf (Tarmac),0.02045011,51.490621999999995,ANGRTAR,False
Annan DRS ISU,-3.2633338,54.983439000000004,ANNADRS,False
Annan,-3.2630247000000003,54.983551,ANNAN,True
Annbank,-4.5282963,55.49109,ANNBANK,False
Ansdell & Fairhaven,-2.9932931000000003,53.741521,ANSDELL,True
Anniesland,-4.3216187999999995,55.88985,ANSL,True
Appleby,-2.4865068999999997,54.580373,APBY,True
Appleby North East Sidings,-2.492585,54.584042000000004,APBYNE,False
Appledore (Kent),0.81611817,51.032845,APDR,True
Apperley Bridge,,,APERLYB,True
Apperley Jn,-1.6849699,53.83868399999999,APERLYJ,False
Applehurst Jn,-1.1130465,53.581852000000005,APLHRSJ,False
Appley Bridge,-2.7194182000000002,53.57866800000001,APLYBDG,True
Appley Bridge Wimpey,-2.7257121,53.580185,APLYBGW,False
Appleford,-1.2427629999999998,51.638762,APPLEFD,True
Appleford Sidings,-1.244038,51.633340000000004,APPLEFS,False
Appleford SDGS (GBRf),-1.2424620000000002,51.63948,APPLEGB,False
Appleford FHH,-1.2440809,51.633367,APPLFHH,False
Apsley,-0.46261469,51.732138,APSLEY,True
Arras,4.3415836,50.876169,ARAS,False
Arbroath Crossover,-2.588855,56.561989000000004,ARBRCVR,False
Arbroath,-2.5888544999999996,56.55986,ARBROTH,True
Arbroath U.R.S.,-2.5891751,56.56374,ARBRURS,False
Arrochar & Tarbet URS AMEC,-4.7275745,56.201688,ARCHAME,False
Arrochar & Tarbet,-4.723173,56.203286,ARCHRAT,True
Arrochar & Tarbert C.E.,-4.726049199999999,56.202234,ARCHRCE,False
Ardleigh,0.98403147,51.92111,ARDEGH,False
Ardgay,-4.3621246,57.881477000000004,ARDGAY,True
Ardgay C.E.,-4.360703400000001,57.879868,ARDGAYC,False
Ardlui C.E.,-4.721836799999999,56.302671,ARDLUCE,False
Ardlui,-4.7214637999999995,56.301745,ARDLUI,True
Ardingly Hanson Aggregates,-0.095108013,51.031921999999994,ARDNFHH,False
Ardingly,-0.09517927699999999,51.031923,ARDNGLY,False
Ardrossan E.M.U. Sdg,-4.804979400000001,55.642767000000006,ARDRSDS,False
Ardrossan Harbour,-4.8213751,55.64001700000001,ARDRSHB,True
Ardrossan South Beach,-4.8011294,55.641381,ARDRSSB,True
Ardrossan Town,-4.812679599999999,55.639768000000004,ARDRSTN,True
Ardwick Jn,-2.2088813,53.471135,ARDWCKJ,False
Ardwick,-2.2127826,53.471039000000005,ARDWICK,True
Ardwick East Yard,-2.2051502,53.472167000000006,ARDWKEY,False
Ardwick T.M.D.,-2.2099519,53.471340000000005,ARDWTMD,False
Argyle Street,-4.2501193,55.857592000000004,ARGYLST,True
Arisaig,-5.8394822,56.912964,ARISAIG,True
Arisaig C.E.,-5.8369457,56.91275400000001,ARISCE,False
ARKLESTON EAST ,-4.3990035999999995,55.854778,ARKLSTE,False
Arkleston Jn,-4.3990035999999995,55.854778,ARKLSTJ,False
ARKLESTON WEST,-4.3990035999999995,55.854778,ARKLSTW,False
Arksey Signal D814,-1.1332108,53.55159200000001,ARKS814,False
Arksey Signal D815,-1.1313541999999999,53.55675600000001,ARKS815,False
Arksey Loop,-1.1352351999999999,53.546321,ARKSEYL,False
Arlon,4.3593183,50.892955,ARLON,False
Cadwell,-0.27134885,51.976865000000004,ARLSCAD,False
Arlesey,-0.26648636,52.025493,ARLSEY,True
Armadale,-3.6954849999999997,55.885537,ARMDALE,True
Armitage,-1.8830792,52.745633,ARMITAG,False
Armley Junction,-1.5737392,53.797427,ARMLJCN,False
Armathwaite,-2.77201,54.809527,ARMTHWT,True
Arnside,-2.8280066,54.202486,ARNSIDE,True
Arpley Jn,-2.5967637000000003,53.385478000000006,ARPLEYJ,False
Arpley Sidings,-2.5974242999999997,53.385411,ARPLEYS,False
Warrington Appley (Hole),-2.5967637000000003,53.385478000000006,ARPLHOL,False
Warrington Fuelling Point,-2.6019103,53.382611,ARPLYFA,False
Warrington Arpley NC RDS,,,ARPNRD,False
Arram,-0.42711829,53.884736,ARRAM,True
Arundel,-0.54667942,50.8475,ARUNDEL,True
Arundel Jn,-0.56442697,50.827422,ARUNDLJ,False
Ash Bridge Junction,-2.1681302000000002,53.425323,ASBRDGE,False
Ascot Signal F501,-0.66965675,51.404553,ASCO501,False
Ascot Signal F504,-0.66965675,51.404553,ASCO504,False
Ascot Signal F506,-0.66965675,51.404553,ASCO506,False
Ascot Down Siding,-0.67405352,51.405637,ASCODS,False
Ascot,-0.67678443,51.406163,ASCOT,True
Ascott-under-Wychwood,-1.5640372,51.867438,ASCTUWD,True
Ashford (Surrey),-0.46931586,51.436279,ASFDMSX,True
Ashfield,-4.24849,55.88884399999999,ASFIELD,True
Asfordby Colliery,-0.93101334,52.768124,ASFRDBY,False
Ardwick West Sdgs (EWS),1.8276028000000002,54.546493999999996,ASHBAWS,False
Ashburys LaFarge (FLHH),-2.1839486,53.47106899999999,ASHBFHH,False
Ashburys S.S.,-2.1841747000000002,53.471104000000004,ASHBRSY,False
Ashburys West Jn,-2.1982484,53.471765000000005,ASHBRWJ,False
Ashburys,-2.1954766,53.471805,ASHBRYS,True
Ashchurch Signal G453,-2.1087743,51.998821,ASHC453,False
Ashchurch,-2.1087743,51.998821,ASHCHRC,True
Ashchurch MOD Sidings,-2.1059976000000002,52.001063,ASHCMOD,False
Ashchurch War Dept G.F.,-2.1086334,51.994776,ASHCWGF,False
Ashchurch War Dept G.F.,-2.1086334,51.994776,ASHCWTF,False
Ashtead,-0.30779053,51.317776,ASHD,True
Ashford Signal AD2119,0.85920816,51.153151,ASHF119,False
Ashford Signal 661,0.86072005,51.147538,ASHF661,False
Ashford A Junction,0.86068405,51.150192,ASHFAJN,False
Ashford East Jn (CTRL),,,ASHFCEJ,False
Ashford Crane Depot,0.88624162,51.137394,ASHFCR,False
Ashford West Jn (CTRL),,,ASHFCWJ,False
Ashford Down Sidings,0.87945508,51.1416,ASHFDNS,False
Ashford Down Yd Washer Rd,0.87945508,51.1416,ASHFDYW,False
Ashford East Berthing Sdgs,0.87952367,51.141554,ASHFEBS,False
Ashford East Junction,0.8817315,51.140042,ASHFEJN,False
Ashford Down Yard Cantebury End,0.8795791,51.141525,ASHFKCY,False
Ashford Down Yard,0.8795791,51.141525,ASHFKDY,False
Ashford Maidstone Loop,0.86188857,51.148858000000004,ASHFKGR,False
Ashford International,0.86568016,51.146814,ASHFKI,True
Ashford P.A.D.,0.88770418,51.144104,ASHFKPD,False
Ashford Up Sidings,0.87844914,51.1406,ASHFUPS,False
Ashford West Junction,0.86445688,51.14715,ASHFWJN,False
Ashington Jn,-1.5732594,55.183659999999996,ASHGTNJ,False
Ash,-0.71283158,51.249686,ASHH,True
Ash Signal GD1331,-0.71134337,51.249103000000005,ASHH331,False
Ashton in M Stop Board,-2.6033366,53.490827,ASHIMSB,False
Ashton Jn Signal B335,-2.6253861,51.441281,ASHJ335,False
Ashton Gate,-2.6242572999999996,51.43975,ASHJGAT,False
Ashton Jn,-2.6245779,51.440045,ASHJN,False
Ashton Junction (CE),-2.6242572999999996,51.43975,ASHJNCE,False
Ashley,-2.3413966,53.35525500000001,ASHLEY,True
Ashton-under-Lyne,-2.0935735,53.491172999999996,ASHONUL,True
Ashton Moss North Jn,-2.1123407000000003,53.492128,ASHTMNJ,False
Ashurst Jn,0.17276170000000002,51.109781,ASHUJN,False
Ashurst,0.15256902,51.128411,ASHURST,True
Ash Vale Sig WK408,-0.71936784,51.274873,ASHV408,False
Ash Vale,-0.72130822,51.272628000000005,ASHVALE,True
Ashwell & Morden,-0.11008861,52.030577,ASHWELC,True
Askam,-3.2045943,54.189152,ASKAM,True
Askam Signal AM6,,,ASKAM6,False
Norton Level Crossing,-1.1614766,53.631243000000005,ASKRNLC,False
Aslockton,-0.89815801,52.951513,ASLCKTN,True
Astley Bridge Jn,-2.4172541,53.58866999999999,ASLYBJN,False
Aspley Guise,-0.63218824,52.021251,ASPLEYG,True
Brayton,-3.298603,54.780848999999996,ASPTBRA,False
Aspatria,-3.3318885000000003,54.758937,ASPTRIA,True
Astley,-2.4484852000000004,53.470728,ASTLEY,False
Aston,-1.8722860000000001,52.504633999999996,ASTON,True
Aston South Jn,-1.8710673,52.503220999999996,ASTOSTJ,False
Attadale,-5.4554057,57.394456000000005,ATADALE,True
Atherton,-2.4778398,53.529075,ATHERTN,True
Ath,4.3584631,50.8867,ATHH,False
Athelney Crossing,-2.94172,51.053468,ATHLNEY,False
Atherstone,-1.5523878,52.578536,ATHRSTN,True
Attleborough Jn Sig RN3431,-1.4464584999999999,52.508318,ATLB431,False
Attleborough Jn Sig RN9533,-1.4464584999999999,52.508318,ATLB533,False
Attleborough Jn,-1.4464584999999999,52.508318,ATLBRJN,False
Attleborough North Jn,-1.4464584999999999,52.508318,ATLBRNJ,False
Shilton,-1.4084013000000002,52.45559599999999,ATLBSHI,False
Attenborough,-1.2309344,52.906514,ATNBRO,True
Attenborough Jn,-1.2461414,52.897298,ATNBROJ,False
Attleborough,1.0210781,52.513661,ATTLBON,True
Attercliffe Sdgs EWS,-1.4373694,53.400909,ATTREWS,False
Attercliffe Sdgs FHH,-1.4373847,53.400891,ATTRFHH,False
Attercliffe M&G,-1.4374,53.400873,ATTRMGS,False
Attercliffe Stone Teml D&C,,,ATTSTEM,False
Auchterarder,-3.6914413,56.289954,AUCHTDR,False
Auchterarder,-3.6914413,56.289954,AUCHTER,False
Audley End,0.20708946,52.004487,AUDLEYE,True
Auldgirth,-3.7033052000000004,55.160543999999994,AULDGTH,False
Aulnoye,4.341461799999999,50.875275,AULNOYE,False
Aviemore Signal A29,-3.8288523999999997,57.188547,AVIEA29,False
Aviemore DRS ISU (CE),-3.8278031,57.191759999999995,AVIEDRS,False
Aviemore,-3.8288523999999997,57.188547,AVIEMRE,True
Aviemore (Speyside),-3.8275905,57.191476,AVIEMRS,False
Aviemore URS ISU (CE),-3.8286553999999997,57.186905,AVIEURS,False
Avignon C M T,-4.2253625,55.879576,AVIGCMT,False
Avoncliff,-2.2818987999999996,51.33954,AVNCLFF,True
Avonmouth Sig SA4,-2.7014616,51.502722,AVON4,False
Avonmouth Bennetts Siding,-2.6954965,51.517819,AVONBEN,False
Avonmouth BBHT Coal Silos,-2.6920909,51.517533,AVONBHT,False
Avonmouth Coal Silo (COLAS),,,AVONCOL,False
Avonmouth Ctr Termal EWS,-2.7006178,51.515334,AVONCT,False
Avonmouth West Wharf GBRf,,,AVONGBR,False
Avonmouth Hansons Siding,-2.6943158,51.518842,AVONHAN,False
Avonmouth Chittening Estate,-2.6767689999999997,51.52906,AVONMCM,False
Avonmouth,-2.6990267999999995,51.499896,AVONMTH,True
Avonmouth Ntl Pwr Silo 2,-2.696869,51.510490999999995,AVONNP2,False
Avonmouth National Power,-2.6969267999999995,51.5105,AVONNPT,False
Avonmouth Rockingham Road,-2.6769688,51.526982000000004,AVONRCK,False
Avonmouth West Wharf (FHH),-2.7010177000000004,51.515097,AVONWFH,False
Avonmouth No.5 Wharf EWS,-2.7010177000000004,51.515097,AVONWWF,False
Awre,-2.4482484,51.762761,AWRE,False
Axminster East Junction,-3.0047634999999997,50.77917,AXMNSEJ,False
Axminster,-3.0047634999999997,50.77917,AXMNSTR,True
Axminster West Junction,-3.0047634999999997,50.77917,AXMNSWJ,False
Aylesford,0.4654962,51.301582,AYLESFD,True
Aylesbury Signal ME302,-0.83632537,51.820413,AYLS302,False
Aylesbury Signal ME792,-0.81792113,51.814583,AYLS792,False
Aylesbury Branch Siding,-0.81415056,51.81343,AYLSBCH,False
Aylesbury (Sdgs 1 - 7),-0.80869848,51.810587,AYLSBRS,False
Aylesbury,-0.81431056,51.813413,AYLSBRY,True
Aylesbury C.C.D.,-0.8124296,51.812675,AYLSCCD,False
Aylesbury North Loop,-0.8326635,51.818946999999994,AYLSNL,False
Aylesbury Vale Parkway,-0.8593969000000001,51.830655,AYLSPWY,True
Aylesbury Vale Junction,,,AYLSVJN,False
Waddesdon Manor,-0.92002943,51.842134,AYLSWAD,False
Aynho Jn Sig  BS501,-1.2781313,51.994252,AYNH501,False
Aynho Signal BS5002,-1.2781313,51.994252,AYNH502,False
Aynho Jn,-1.2802704,51.998913,AYNHOJ,False
Aynho Park Jn,-1.264778,51.989656,AYNHPKJ,False
Aynho Up Goods Loop,-1.2783976000000001,51.993085,AYNHUGL,False
Ayr,-4.6257235,55.458234,AYRR,True
Ayr Signal PA335,-4.612971099999999,55.472781000000005,AYRR335,False
Ayr Sig PA853,-4.6210466,55.465228,AYRR853,False
Ayr Sig 859,-4.6264413,55.452852,AYRR859,False
Ayr C.S.D.,-4.6279895,55.455677,AYRRCSD,False
Ayr Harbour FHH,-4.6345204,55.472246999999996,AYRRFHH,False
Ayr Harbour,-4.6343344,55.472305000000006,AYRRHBR,False
Ayr Depot,-4.6232723,55.471104000000004,AYRRTMD,False
Ayr W.R.D.,-4.6234178,55.470912,AYRRWRD,False
Babworth Loop,-0.95801756,53.312014000000005,BABWTHL,False
Bache,-2.8915766,53.208614000000004,BACHE,True
Badminton,-2.2754787999999997,51.530204,BADMTN,False
Burnage,-2.2153053,53.421831000000005,BAGE,True
Baguley Fold Jn,-2.1870404999999997,53.492419999999996,BAGLYFJ,False
Bagshot,-0.68847092,51.364517,BAGSHOT,True
Desford,-1.2822403999999998,52.632775,BAGWDES,False
Bagworth Jn Refuge Sdgs,-1.3504311000000002,52.688563,BAGWJRS,False
Kirby Muxloe,-1.2312596000000002,52.627987,BAGWKM,False
Bagworth Jcn,-1.3496706,52.690959,BAGWTHJ,False
Baildon,-1.7538953999999998,53.850088,BAILDON,True
Baisieux (Sncf/Sncb Brdr),4.3412182,50.873487,BAISIEU,False
Balcombe Tunnel Jn,-0.16072681,51.082732,BALCMTJ,False
Balcombe,-0.13721699,51.055929,BALCOMB,True
Baldock,-0.18693092,51.993031,BALDOCK,True
