
~@# File opened, Actual 06/06/2018 00:00:06 BST,  Log 06/06/2018 00:00:06 BST
~@#Come from file 20180605
735Z851905,SLOUGH,20180605235900,D,-0018 ,D, 4,20180606001700,000007
494V38C905,WSTRFLD,20180605235900,D,+0000 ,U, 1,20180605235930,000009
696Z031905,OXFD,20180605235900,D,-0062 ,D, 3,20180606010100,000013
731Y97M905,HTRWTJN,20180606000000,D,-0001 ,U,  ,20180606000100,000014
586V14C805,LNDRSTJ,20180606000100,A,-0038 ,D,  ,20180606003900,000028
796O23C805,HLVNGTN,20180606000000,D,-0004 ,U,  ,20180606000400,000032
731Y96M905,STHALL,20180605235900,D,+0000 ,U, 4,20180605235930,000042
732Y74M905,HTRWAPT,20180606000200,A,+0001 ,U, 2,20180606000100,000045
334O08CY05,KENLWTH,20180606000000,D,+0061 ,U,  ,20180605225900,000056
815C961905,BRSTLTM,20180606000000,D,+0014 ,D,12,20180605234600,000058
875Z761905,ACWLJN,20180606000200,D,-0003 ,U,  ,20180606000500,000122
731Y97M905,HTRWAJN,20180606000200,D,+0000 ,U,  ,20180606000200,000137
736Z851905,ACTONTC,20180605234900,D,+0000 , ,  ,20180605234900,000142
731Y96M905,WEALING,20180606000200,A,-0001 , ,  ,20180606000330,000143
736Z851905,WLSDJHL,20180606000200,A,+0001 , ,  ,20180606000100,000148
216V70C805,WRAWBYJ,20180606000200,D,+0065 ,D,  ,20180605225700,000159
745J741006,RDNGKBJ,20180606000200,D,-0007 ,U,  ,20180606000900,000159
745J741006,RDNGKBL,20180606000200,A,-0009 ,U,  ,20180606001100,000159
731Y96M905,WEALING,20180606000100,D,-0002 ,U, 4,20180606000330,000206
864M79C805,BMLY,20180606000300,A,+0002 , ,  ,20180606000100,000224
664O63CZ05,GORASTR,20180606000300,A,+0001 , ,  ,20180606000200,000224
731Y96M905,EALINGB,20180606000300,A,+0000 , ,  ,00000000000000,000233
739P73M905,LDBRKJ,20180606000200,D,-0003 ,U,R ,20180606000500,000236
815C961905,BRSTLWJ,20180606000200,D,+0015 ,D,  ,20180605234700,000236
731Y96M905,EALINGB,20180606000200,D,+0000 , ,  ,00000000000000,000244
516V24C905,BARKING,20180606000300,A,-0002 , ,  ,20180606000500,000249
864E48C905,BSNGSTK,20180606000400,A,-0017 , ,  ,20180606002100,000252
864M79C805,BMLY,20180606000300,D,+0002 ,U, 1,20180606000100,000305
731Y97M905,STHALL,20180606000300,A,+0000 , ,  ,20180606000330,000307
746Z051Z05,HADMATP,20180606000200,D,-0003 ,D, 2,20180606000500,000310
731Y96M905,ACTONW,20180606000300,D,-0003 ,U,  ,20180606000630,000314
494V38C905,IPSW351,20180606000500,A,-0001 ,D,  ,20180606000630,000325
664O63CZ05,GORASTR,20180606000200,D,+0000 ,U, 2,20180606000200,000328
739P73M905,PRTOBJP,20180606000300,D,-0003 ,U,  ,20180606000600,000336
864M78C705,SCOTEJN,20180606000300,D,-0007 ,U,  ,20180606001000,000336
732Y74M905,HTRWAPT,20180606000300,D,+0000 ,U, 2,20180606000300,000340
735Y42M006,PADTON,20180606000300,D,+0000 ,D,14,20180606000300,000344
516V24C905,BARKING,20180606000300,D,-0002 ,U, 8,20180606000500,000345
731Y97M905,STHALL,20180606000200,D,-0001 ,U, 4,20180606000330,000350
736Z851905,WLSDJHL,20180606000300,D,+0002 ,U, 4,20180606000100,000356
739P73M905,ROYAOJN,20180606000400,D,-0004 ,U,  ,20180606000800,000418
731Y97M905,WEALING,20180606000500,A,+0000 , ,  ,20180606000530,000453
334O08CY05,MLVTJN,20180606000400,D,+0061 ,U,  ,20180605230300,000453
731Y97M905,WEALING,20180606000400,D,-0001 ,U, 4,20180606000530,000531
736Z851905,KENSLGJ,20180606000500,D,+0002 ,U,  ,20180606000300,000537
735Y42M006,ROYAOJN,20180606000500,D,+0001 ,D,  ,20180606000400,000537
739P73M905,PADTON,20180606000700,T,-0002 ,U,14,20180606000900,000542
735Y95M006,PADTON,20180606000500,D,+0004 ,D, 7,20180606000100,000545
796L391705,HLVNGTN,20180606000600,D,-0017 ,U,  ,20180606002330,000546
732Y74M905,HTRWTJN,20180606000600,D,+0000 ,U,  ,20180606000600,000612
516V24C905,WDGRNPK,20180606000600,A,-0003 , ,  ,20180606000930,000618
656V46CY05,WANTRD,20180606000600,D,-0045 ,D,  ,20180606005100,000620
731Y97M905,EALINGB,20180606000600,A,+0000 , ,  ,00000000000000,000626
735Y42M006,PRTOBJP,20180606000600,D,+0001 ,D,  ,20180606000500,000631
494V38C905,IPSW351,20180606000600,D,-0013 ,D,  ,20180606001900,000633
334O08CY05,LMNGTNS,20180606000900,A,+0061 , ,  ,20180605230800,000641
864M78C705,RDNGORJ,20180606000600,D,-0006 ,U,  ,20180606001230,000642
735Y95M006,ROYAOJN,20180606000600,D,+0004 ,D,  ,20180606000200,000645
516V24C905,WDGRNPK,20180606000600,D,-0003 ,U, 1,20180606000930,000658
735Y42M006,LDBRKJ,20180606000700,D,-0001 ,D,  ,20180606000800,000709
732Y75M006,HTRWTM4,20180606000700,D,+0000 ,U, 1,20180606000700,000734
864M78C705,REDGWJN,20180606000800,D,-0008 ,D,  ,20180606001630,000813
737D23C905,MDNHEAD,20180606000900,A,+0035 , ,  ,20180605233400,000813
735Y95M006,PRTOBJP,20180606000800,D,+0005 ,D,  ,20180606000300,000817
696Z031905,WVCTJN,20180606000800,D,-0057 ,D,  ,20180606010500,000820
334O08CY05,LMNGTNS,20180606000800,D,+0060 ,U,  ,20180605230800,000830
875Z761905,ACTONW,20180606000900,D,-0012 ,D,  ,20180606002100,000903
732Y74M905,HTRWAJN,20180606000900,D,+0002 ,U,  ,20180606000700,000923
732Y74M905,HAYESAH,20180606001000,A,+0002 ,U, 4,20180606000800,000923
735Y95M006,LDBRKJ,20180606000900,D,+0005 ,D,  ,20180606000400,000940
737D23C905,MDNHEAD,20180606000900,D,+0035 ,D, 3,20180605233400,000948
732Y75M006,HTRWAPT,20180606001100,A,+0000 ,U, 2,20180606001100,000959
656V46CY05,CHALLOW,20180606001000,D,-0077 ,D,  ,20180606012730,001020
864E48C905,BSNGSTK,20180606001000,D,-0011 ,U, 4,20180606002100,001020
346V91C805,TOTONC,20180606001000,D,-0004 ,U,  ,20180606001400,001045
875Z761905,EALINGB,20180606001100,A,+0000 , ,  ,00000000000000,001046
875Z761905,EALINGB,20180606001000,D,+0000 , ,  ,00000000000000,001131
745J741006,RDNGKBL,20180606001100,D,-0011 ,D,  ,20180606002200,001142
827A93C905,MERHDQ,20180606000700,D,+0041 , ,  ,20180605232600,001144
516V24C905,LEYTNMR,20180606001200,A,-0002 , ,  ,20180606001400,001145
732Y74M905,HAYESAH,20180606001100,D,+0003 ,U, 4,20180606000830,001202
