
~@# File opened, Actual 01/06/2018 00:00:00 BST,  Log 01/06/2018 00:00:00 BST
~@#Come from file 20180531
766O681Z31,FILTNEW,20180601000100,A,-0001 , ,  ,20180601000230,000025
664O63CZ31,DIDCTEJ,20180601000000,D,+0006 ,U,  ,20180531235400,000025
864E51C931,WNCHSTR,20180601000100,A,-0002 , ,  ,20180601000330,000031
732Z792931,WDRYTON,20180601000100,A,+0013 ,D,  ,20180531234830,000037
835C891731,BRSTLTM,20180531225600,T,+0011 , ,  ,20180531224500,000041
746Z051931,MDNHEAD,20180601000000,D,-0007 ,U, 2,20180601000730,000043
815K491831,BRSTLTM,20180531225800,D,+0000 , ,  ,20180531225800,000106
731Y96M931,LDBRKJ,20180601000100,D,+0002 ,U,M ,20180531235930,000108
735Y95M001,PADTON,20180601000000,D,-0001 ,D, 7,20180601000100,000114
739P73M931,STHALL,20180531235900,D,+0008 ,U, 4,20180531235100,000118
864E51C931,WNCHSTR,20180601000100,D,-0002 ,U, 1,20180601000330,000123
731Y97M931,HTRWTJN,20180601000100,D,+0000 ,U,  ,20180601000100,000141
735Z831831,MDNHEAD,20180601000200,A,+0000 , ,  ,00000000000000,000156
766O681Z31,FILTNEW,20180601000100,D,-0001 ,D, 1,20180601000230,000200
731Y96M931,PRTOBJP,20180601000200,D,+0001 ,U,  ,20180601000100,000211
739P73M931,WEALING,20180601000300,A,+0007 , ,  ,20180531235630,000220
731Y96M931,ROYAOJN,20180601000300,D,-0001 ,U,  ,20180601000400,000236
516V22C931,BARKING,20180601000300,A,-0002 , ,  ,20180601000500,000240
739P73M931,WEALING,20180601000200,D,+0006 ,U, 4,20180531235630,000250
732Z792931,WDRYTON,20180601000200,D,+0013 ,D,  ,20180531234900,000250
864M78C731,REDGWJN,20180601000300,D,-0013 ,D,  ,20180601001630,000250
836Y362931,SOMEVIA,20180601000300,D,+0022 ,U,  ,20180531234100,000302
741Z371931,GORASTR,20180601000400,A,+0012 , ,  ,20180531235230,000309
745W042831,STPHHST,20180601000400,T,-0018 ,D,  ,20180601002200,000315
731Y96M931,PADTON,20180601000400,T,-0001 ,U, 6,20180601000500,000315
735Y95M001,ROYAOJN,20180601000200,D,+0000 ,D,  ,20180601000200,000320
735Z831831,MDNHEAD,20180601000300,D,+0000 , ,  ,00000000000000,000326
739P73M931,EALINGB,20180601000400,A,+0006 ,U, 4,20180531235800,000331
516V22C931,BARKING,20180601000300,D,-0002 ,U, 8,20180601000500,000333
732Z792931,IVER,20180601000400,A,+0013 ,D, 1,20180531235130,000344
735Y95M001,PRTOBJP,20180601000400,D,+0001 ,D,  ,20180601000300,000349
741Z371931,GORASTR,20180601000200,D,+0010 ,U, 4,20180531235230,000353
735Y42M001,PADTON,20180601000300,D,+0000 ,D, 8,20180601000300,000407
783Z33C931,CRDFCEN,20180601000300,D,-0010 ,D, 1,20180601001300,000415
731Y97M931,HTRWAJN,20180601000400,D,+0002 ,U,  ,20180601000200,000436
735Y42M001,ROYAOJN,20180601000400,D,+0000 ,D,  ,20180601000400,000444
796L391831,SEVTNLJ,20180601000600,A,-0011 , ,  ,20180601001700,000500
739P73M931,EALINGB,20180601000400,D,+0005 ,U, 4,20180531235900,000507
735Y95M001,LDBRKJ,20180601000400,D,+0000 ,D,  ,20180601000400,000511
875Z761931,VICTRIA,20180531231900,D,+0000 , ,  ,20180531231900,000512
766O681Z31,STPLNAR,20180601000500,D,+0000 ,D,  ,20180601000500,000519
766O681Z31,STPLTNR,20180601000600,A,+0000 , ,  ,00000000000000,000519
166V85C831,BEGHTJN,20180601000500,D,-0007 ,U,  ,20180601001230,000529
827A91C831,BLBGJN,20180601000500,D,+0036 ,U,  ,20180531232900,000530
739P73M931,ACTONW,20180601000600,D,+0005 ,U,  ,20180601000100,000541
826A20C731,LAVNGTN,20180601000500,D,+0084 ,U,  ,20180531224100,000545
334O08CY31,COVNTRY,20180601000700,A,+0076 , ,  ,20180531225130,000546
732Z792931,IVER,20180601000500,D,+0013 ,D, 1,20180531235200,000559
737C23C931,RDNGORJ,20180601000700,D,+0012 ,D,  ,20180531235530,000632
